Income,Kidhome,Teenhome,Recency,MntWines,MntMeatProducts,MntFishProducts,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Response,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Married,Marital_Status_Widow,Marital_Status_YOLO,Age,Tenure,Total_campaigns,Purchase_frequency
0.2996510572024952,0.0,0.0,0.30703926349227456,1.005751352736711,2.210168887048978,2.190303155532501,0.7244521770683133,0.0,3.0,11.0,1.0,0,1,0,0,0,0,0,0,1.0070638411156374,1.5311849391061043,-0.4390371310802406,1.3800232245358408
-0.2638077892175138,1.0,1.0,-0.38366417634974903,-0.8795392807515153,-0.8103583010760406,-0.7463197422000891,-0.12739710200413928,0.0,3.0,11.0,0.0,0,1,0,0,0,0,0,0,1.2619686967522747,-1.1905445831804458,-0.4390371310802406,-1.163335734293475
0.9434197493772978,0.0,0.0,-0.7980862402549632,0.3742998424818404,-0.13353646818136036,1.9548776911573147,-0.5533217415403656,0.0,3.0,11.0,0.0,0,1,0,0,0,0,0,0,0.32731755941793783,-0.2057733560258577,-0.4390371310802406,0.8445792332033533
-1.2048805683239525,1.0,0.0,-0.7980862402549632,-0.8795392807515153,-0.732048336939466,-0.5480667195683531,0.29852753753208705,0.0,3.0,11.0,0.0,0,1,0,0,0,0,0,0,-1.2870798596140987,-1.0618810057632635,-0.4390371310802406,-0.8956137386272311
0.3070561887265838,1.0,0.0,1.550305455207917,-0.3900888278266873,-0.18387858798344403,0.3440718822744591,-0.12739710200413928,0.0,3.0,11.0,0.0,0,0,0,1,0,1,0,0,-1.0321750039774613,-0.9530118248718014,-0.4390371310802406,0.5768572375371095
0.5086668663501583,0.0,1.0,-1.143437960175975,0.6583019571419257,-0.2957499653214077,-0.7958829978580231,0.29852753753208705,0.0,3.0,11.0,0.0,0,0,1,0,0,0,0,0,0.1573809889935129,-0.29979673952302943,-0.4390371310802406,0.978440231036475
0.1800701268489864,0.0,1.0,-0.5218048643181538,-0.2027682841147161,0.07342557989387243,0.44319839359032714,0.29852753753208705,0.0,3.0,11.0,0.0,0,1,0,0,0,0,0,0,-0.18249215185533688,1.1847829999059978,-0.4390371310802406,0.8445792332033533
-0.8796280817691431,1.0,0.0,-0.5908752083023561,-0.6831548397631584,-0.5306798577311314,-0.7215381143711221,1.1503768166045396,0.0,3.0,11.0,0.0,0,0,0,1,0,1,0,0,-1.372048144826311,0.31382955277430186,-0.4390371310802406,-0.6278917429609874
-1.0278740373771886,1.0,0.0,-1.0398324441996714,-0.8704753834751296,-0.7096740614718733,-0.7215381143711221,1.576301456140766,0.0,3.0,11.0,1.0,0,0,0,1,0,0,0,0,-0.43739700749197424,0.17032017796282922,-0.4390371310802406,-1.163335734293475
-2.2080609021485538,1.0,1.0,0.6523909834132863,-0.8281771961853297,-0.8103583010760406,-0.7711013700290561,3.280000014285671,0.0,3.0,11.0,0.0,0,0,0,1,0,0,0,0,1.6018418376011245,-1.2152875788375963,1.0353904155760398,-1.6987797256259622
