Income,Kidhome,Teenhome,Recency,MntWines,MntMeatProducts,MntFishProducts,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Response,Age,Tenure,Total_campaigns,Purchase_frequency,Cluster,Segment,PCA1,PCA2
0.2996510572024952,0,0,0.3070392634922745,1.005751352736711,2.210168887048978,2.190303155532501,0.7244521770683133,0,3,11,1,1.0070638411156374,1.5311849391061043,-0.4390371310802406,1.3800232245358408,2,Occasional Shoppers,3.110248951915677,1.3395659644166895
-0.2638077892175138,1,1,-0.383664176349749,-0.8795392807515153,-0.8103583010760406,-0.7463197422000891,-0.1273971020041392,0,3,11,0,1.2619686967522747,-1.1905445831804458,-0.4390371310802406,-1.163335734293475,0,High-Value Customers,-1.8602053116627468,-1.4044618731906457
0.9434197493772978,0,0,-0.7980862402549632,0.3742998424818404,-0.1335364681813603,1.9548776911573147,-0.5533217415403656,0,3,11,0,0.3273175594179378,-0.2057733560258577,-0.4390371310802406,0.8445792332033533,2,Occasional Shoppers,1.7947887394960917,-0.20043628416012846
-1.2048805683239523,1,0,-0.7980862402549632,-0.8795392807515153,-0.732048336939466,-0.5480667195683531,0.298527537532087,0,3,11,0,-1.2870798596140989,-1.0618810057632635,-0.4390371310802406,-0.8956137386272311,0,High-Value Customers,-2.3363314282997956,1.0922365340468292
0.3070561887265838,1,0,1.550305455207917,-0.3900888278266873,-0.183878587983444,0.3440718822744591,-0.1273971020041392,0,3,11,0,-1.032175003977461,-0.9530118248718014,-0.4390371310802406,0.5768572375371095,0,High-Value Customers,-0.3024631899784397,0.2925280493577042
0.5086668663501583,0,1,-1.143437960175975,0.6583019571419257,-0.2957499653214077,-0.7958829978580231,0.298527537532087,0,3,11,0,0.1573809889935129,-0.2997967395230294,-0.4390371310802406,0.978440231036475,1,Budget-Conscious Buyers,0.4165194740631876,-1.0740123772663681
0.1800701268489864,0,1,-0.5218048643181538,-0.2027682841147161,0.0734255798938724,0.4431983935903271,0.298527537532087,0,3,11,0,-0.1824921518553368,1.1847829999059978,-0.4390371310802406,0.8445792332033533,1,Budget-Conscious Buyers,0.4987272399885967,-0.6144971904561727
-0.8796280817691431,1,0,-0.5908752083023561,-0.6831548397631584,-0.5306798577311314,-0.7215381143711221,1.1503768166045396,0,3,11,0,-1.372048144826311,0.3138295527743018,-0.4390371310802406,-0.6278917429609874,0,High-Value Customers,-2.2169006708619827,1.4126436196597931
-1.0278740373771886,1,0,-1.0398324441996714,-0.8704753834751296,-0.7096740614718733,-0.7215381143711221,1.576301456140766,0,3,11,1,-0.4373970074919742,0.1703201779628292,-0.4390371310802406,-1.163335734293475,0,High-Value Customers,-2.288446108484025,2.419600054233577
-2.2080609021485538,1,1,0.6523909834132863,-0.8281771961853297,-0.8103583010760406,-0.7711013700290561,3.280000014285671,0,3,11,0,1.6018418376011243,-1.2152875788375963,1.0353904155760398,-1.6987797256259622,0,High-Value Customers,-3.5118583737292037,-0.5685522825756608
-0.023141014684633,1,0,-1.3161138201364808,-0.8976670753042867,-0.8103583010760406,-0.7958829978580231,0.7244521770683133,0,3,11,0,-1.2021115744018862,-0.6313528813288455,-0.4390371310802406,-1.4310577299597187,0,High-Value Customers,-2.2748032836553964,1.187451305309144
-2.1195815241962173,0,0,0.3415744354843757,-0.8946457762121581,-0.7823904567415496,-0.5232850917393861,1.1503768166045396,0,3,11,0,-0.6073335779163991,1.1847829999059978,-0.4390371310802406,-1.163335734293475,0,High-Value Customers,-2.3471240397960007,0.8617572061442749
0.5335098882374235,0,0,1.1358833913027029,-0.3266415468919874,1.8409933418336983,2.190303155532501,-1.4051710206128185,0,3,11,0,0.8371272706912125,-0.6313528813288455,-0.4390371310802406,0.1752742440377438,2,Occasional Shoppers,2.2639929295590404,-0.6712071339814194
0.3577455083850228,1,1,0.1343634035317686,-0.2088108822989732,-0.547460564331826,-0.7215381143711221,0.298527537532087,0,3,11,0,1.4319052671766996,-0.6313528813288455,-0.4390371310802406,0.0414132462046219,1,Budget-Conscious Buyers,-0.8777578754829409,-1.5782673103412268
-1.6502872857373614,0,0,-0.383664176349749,-0.9037096734885438,-0.7488290435401606,-0.6471932308842211,1.1503768166045396,0,3,11,0,-1.541984715250736,1.353035370374621,-0.4390371310802406,-1.2971967321265967,0,High-Value Customers,-2.3179697827162387,1.442692659827325
